"Envelope","Name","PostDate","FullType","FundCode","Description","Amount","Reference","GiftDescription","Value","SName","IndvID"
"REDACTED","cc5cca7ecc39fdd55f1bf1163b5ebe40","01/20/2019","Check","1","General Pledge","$45.00","3061","","$0.00","REDACTED","REDACTED"
"REDACTED","cc5cca7ecc39fdd55f1bf1163b5ebe40","01/27/2019","Check","1","General Pledge","$45.00","3065","","$0.00","REDACTED","REDACTED"
"REDACTED","cc5cca7ecc39fdd55f1bf1163b5ebe40","02/03/2019","Check","1","General Pledge","$45.00","3073","","$0.00","REDACTED","REDACTED"
"REDACTED","cc5cca7ecc39fdd55f1bf1163b5ebe40","02/10/2019","Check","1","General Pledge","$45.00","3076","","$0.00","REDACTED","REDACTED"
"REDACTED","cc5cca7ecc39fdd55f1bf1163b5ebe40","02/17/2019","Check","1","General Pledge","$45.00","3079","","$0.00","REDACTED","REDACTED"
"REDACTED","cc5cca7ecc39fdd55f1bf1163b5ebe40","02/24/2019","Check","1","General Pledge","$45.00","3082","","$0.00","REDACTED","REDACTED"
"REDACTED","cc5cca7ecc39fdd55f1bf1163b5ebe40","03/03/2019","Check","1","General Pledge","$45.00","3086","","$0.00","REDACTED","REDACTED"
"REDACTED","cc5cca7ecc39fdd55f1bf1163b5ebe40","03/17/2019","Check","1","General Pledge","$45.00","3098","","$0.00","REDACTED","REDACTED"
"REDACTED","cc5cca7ecc39fdd55f1bf1163b5ebe40","03/24/2019","Check","1","General Pledge","$45.00","3100","","$0.00","REDACTED","REDACTED"
"REDACTED","cc5cca7ecc39fdd55f1bf1163b5ebe40","04/07/2019","Check","1","General Pledge","$45.00","3112","","$0.00","REDACTED","REDACTED"
"REDACTED","cc5cca7ecc39fdd55f1bf1163b5ebe40","04/28/2019","Check","1","General Pledge","$45.00","3122","","$0.00","REDACTED","REDACTED"
"REDACTED","0882e96f730aa24a1165e085e3ee93a4","03/31/2019","Cash","78","Office Expense Donat","$2.00","","","$0.00","REDACTED","REDACTED"
"REDACTED","4c405eee3c1187b743ba28eae740d372","04/07/2019","Check","1","General Pledge","$50.00","3789","","$0.00","REDACTED","REDACTED"
"REDACTED","4c405eee3c1187b743ba28eae740d372","04/21/2019","Check","1","General Pledge","$50.00","3673","","$0.00","REDACTED","REDACTED"
"REDACTED","13c8d014dc165d0e411ffcde772f6a39","01/06/2019","Check","1","General Pledge","$110.00","1393","","$0.00","REDACTED","REDACTED"
"REDACTED","13c8d014dc165d0e411ffcde772f6a39","03/03/2019","Check","1","General Pledge","$1,000.00","1418","","$0.00","REDACTED","REDACTED"
"REDACTED","13c8d014dc165d0e411ffcde772f6a39","03/31/2019","Check","1","General Pledge","$400.00","1439","","$0.00","REDACTED","REDACTED"
"REDACTED","13c8d014dc165d0e411ffcde772f6a39","04/07/2019","Check","1","General Pledge","$110.00","1440","","$0.00","REDACTED","REDACTED"
"REDACTED","13c8d014dc165d0e411ffcde772f6a39","04/28/2019","Check","1","General Pledge","$300.00","1441","","$0.00","REDACTED","REDACTED"
"REDACTED","2fbfc14ecf0d4d152f668acb643687a9","01/07/2019","Check","1","General Pledge","$25.00","3389","","$0.00","REDACTED","REDACTED"
"REDACTED","2fbfc14ecf0d4d152f668acb643687a9","01/27/2019","Check","1","General Pledge","$25.00","3394","","$0.00","REDACTED","REDACTED"
"REDACTED","2fbfc14ecf0d4d152f668acb643687a9","02/03/2019","Check","1","General Pledge","$15.00","3397","","$0.00","REDACTED","REDACTED"
"REDACTED","2fbfc14ecf0d4d152f668acb643687a9","02/10/2019","Check","1","General Pledge","$15.00","3475","","$0.00","REDACTED","REDACTED"
"REDACTED","2fbfc14ecf0d4d152f668acb643687a9","02/17/2019","Check","1","General Pledge","$15.00","3476","","$0.00","REDACTED","REDACTED"
"REDACTED","2fbfc14ecf0d4d152f668acb643687a9","02/24/2019","Check","1","General Pledge","$15.00","3481","","$0.00","REDACTED","REDACTED"
"REDACTED","2fbfc14ecf0d4d152f668acb643687a9","03/10/2019","Check","1","General Pledge","$15.00","3487","","$0.00","REDACTED","REDACTED"
"REDACTED","2fbfc14ecf0d4d152f668acb643687a9","03/10/2019","Check","1","General Pledge","$15.00","3485","","$0.00","REDACTED","REDACTED"
"REDACTED","2fbfc14ecf0d4d152f668acb643687a9","03/17/2019","Check","1","General Pledge","$15.00","3488","","$0.00","REDACTED","REDACTED"
"REDACTED","2fbfc14ecf0d4d152f668acb643687a9","03/24/2019","Check","1","General Pledge","$10.00","3493","","$0.00","REDACTED","REDACTED"
"REDACTED","2fbfc14ecf0d4d152f668acb643687a9","03/31/2019","Check","1","General Pledge","$20.00","3494","","$0.00","REDACTED","REDACTED"
"REDACTED","2fbfc14ecf0d4d152f668acb643687a9","04/07/2019","Check","1","General Pledge","$15.00","3499","","$0.00","REDACTED","REDACTED"
"REDACTED","2fbfc14ecf0d4d152f668acb643687a9","04/14/2019","Check","1","General Pledge","$15.00","3450","","$0.00","REDACTED","REDACTED"
"REDACTED","2fbfc14ecf0d4d152f668acb643687a9","04/21/2019","Check","10","Easter Offering","$20.00","3453","","$0.00","REDACTED","REDACTED"
"REDACTED","2fbfc14ecf0d4d152f668acb643687a9","04/28/2019","Check","1","General Pledge","$20.00","3454","","$0.00","REDACTED","REDACTED"
"REDACTED","458bb29168a6f1e896afa7487d5ca837","04/28/2019","Check","1","General Pledge","$25.00","6105","","$0.00","REDACTED","REDACTED"
"REDACTED","85fea2bbfc27d7550af4a525be239ce2","01/22/2019","ACH","1","General Pledge","$55.00","","draft 012019","$0.00","REDACTED","REDACTED"
"REDACTED","85fea2bbfc27d7550af4a525be239ce2","02/21/2019","Check","1","General Pledge","$55.00","","draft 022019","$0.00","REDACTED","REDACTED"
"REDACTED","85fea2bbfc27d7550af4a525be239ce2","03/20/2019","ACH","1","General Pledge","$55.00","","draft 032019","$0.00","REDACTED","REDACTED"
"REDACTED","85fea2bbfc27d7550af4a525be239ce2","04/24/2019","ACH","1","General Pledge","$55.00","","draft 042019","$0.00","REDACTED","REDACTED"
"REDACTED","34d052cae3cac04fe3ce507e410e9f8a","02/17/2019","Check","1","General Pledge","$100.00","2091","","$0.00","REDACTED","REDACTED"
"REDACTED","34d052cae3cac04fe3ce507e410e9f8a","02/24/2019","Check","1","General Pledge","$50.00","2095","","$0.00","REDACTED","REDACTED"
"REDACTED","34d052cae3cac04fe3ce507e410e9f8a","03/03/2019","Check","1","General Pledge","$50.00","2097","","$0.00","REDACTED","REDACTED"
"REDACTED","34d052cae3cac04fe3ce507e410e9f8a","03/10/2019","Check","1","General Pledge","$20.00","2101","","$0.00","REDACTED","REDACTED"
"REDACTED","34d052cae3cac04fe3ce507e410e9f8a","03/24/2019","Check","1","General Pledge","$50.00","2107","","$0.00","REDACTED","REDACTED"
"REDACTED","34d052cae3cac04fe3ce507e410e9f8a","04/07/2019","Check","1","General Pledge","$20.00","2111","","$0.00","REDACTED","REDACTED"
"REDACTED","34d052cae3cac04fe3ce507e410e9f8a","04/14/2019","Check","1","General Pledge","$20.00","2114","","$0.00","REDACTED","REDACTED"
"REDACTED","34d052cae3cac04fe3ce507e410e9f8a","04/21/2019","Check","1","General Pledge","$20.00","1968","","$0.00","REDACTED","REDACTED"
"REDACTED","7647d91b36778df24f2b7c70c0bcae1a","04/30/2019","Check","1","General Pledge","$350.00","","","$0.00","REDACTED","REDACTED"
"REDACTED","7647d91b36778df24f2b7c70c0bcae1a","04/30/2019","Check","1","General Pledge","$350.00","","","$0.00","REDACTED","REDACTED"
"REDACTED","7647d91b36778df24f2b7c70c0bcae1a","04/30/2019","Check","1","General Pledge","$350.00","","","$0.00","REDACTED","REDACTED"
"REDACTED","7647d91b36778df24f2b7c70c0bcae1a","04/30/2019","Check","1","General Pledge","$350.00","","","$0.00","REDACTED","REDACTED"
"REDACTED","73b253a31f51a418787506162b56a5b1","03/03/2019","Check","1","General Pledge","$150.00","3014","","$0.00","REDACTED","REDACTED"
"REDACTED","73b253a31f51a418787506162b56a5b1","03/10/2019","Check","1","General Pledge","$30.00","3017","","$0.00","REDACTED","REDACTED"
"REDACTED","73b253a31f51a418787506162b56a5b1","03/10/2019","Check","1","General Pledge","$30.00","3018","","$0.00","REDACTED","REDACTED"
"REDACTED","73b253a31f51a418787506162b56a5b1","03/24/2019","Check","1","General Pledge","$180.00","3020","","$0.00","REDACTED","REDACTED"
"REDACTED","73b253a31f51a418787506162b56a5b1","04/07/2019","Check","1","General Pledge","$30.00","3023","","$0.00","REDACTED","REDACTED"
"REDACTED","73b253a31f51a418787506162b56a5b1","04/21/2019","Check","10","Easter Offering","$60.00","3026","","$0.00","REDACTED","REDACTED"
"REDACTED","73b253a31f51a418787506162b56a5b1","04/21/2019","Check","82","Good Friday Offering","$60.00","3025","","$0.00","REDACTED","REDACTED"
"REDACTED","018ea81ee466b35e24bb316eb84524e2","03/31/2019","Check","13","Easter Memorials","$200.00","174","","$0.00","REDACTED","REDACTED"
"REDACTED","d45bb9d818d870add77fe10c936c98f9","01/07/2019","Check","1","General Pledge","$100.00","1347","","$0.00","REDACTED","REDACTED"
"REDACTED","d45bb9d818d870add77fe10c936c98f9","01/07/2019","Check","1","General Pledge","$100.00","1343","","$0.00","REDACTED","REDACTED"
"REDACTED","d45bb9d818d870add77fe10c936c98f9","01/13/2019","Check","1","General Pledge","$100.00","1353","","$0.00","REDACTED","REDACTED"
"REDACTED","d45bb9d818d870add77fe10c936c98f9","01/27/2019","Check","1","General Pledge","$100.00","1363","","$0.00","REDACTED","REDACTED"
"REDACTED","d45bb9d818d870add77fe10c936c98f9","02/03/2019","Check","1","General Pledge","$100.00","1366","","$0.00","REDACTED","REDACTED"
"REDACTED","d45bb9d818d870add77fe10c936c98f9","02/17/2019","Check","1","General Pledge","$100.00","1376","","$0.00","REDACTED","REDACTED"
"REDACTED","d45bb9d818d870add77fe10c936c98f9","02/24/2019","Check","1","General Pledge","$100.00","1381","","$0.00","REDACTED","REDACTED"
"REDACTED","d45bb9d818d870add77fe10c936c98f9","03/03/2019","Check","1","General Pledge","$100.00","1384","","$0.00","REDACTED","REDACTED"
"REDACTED","d45bb9d818d870add77fe10c936c98f9","03/18/2019","Check","1","General Pledge","$100.00","1391","","$0.00","REDACTED","REDACTED"
"REDACTED","d45bb9d818d870add77fe10c936c98f9","03/24/2019","Check","1","General Pledge","$100.00","1395","","$0.00","REDACTED","REDACTED"
"REDACTED","d45bb9d818d870add77fe10c936c98f9","04/07/2019","Check","1","General Pledge","$100.00","1402","","$0.00","REDACTED","REDACTED"
"REDACTED","d45bb9d818d870add77fe10c936c98f9","04/21/2019","Check","1","General Pledge","$100.00","1409","","$0.00","REDACTED","REDACTED"
"REDACTED","d45bb9d818d870add77fe10c936c98f9","04/28/2019","Check","1","General Pledge","$100.00","1416","","$0.00","REDACTED","REDACTED"
"REDACTED","b99139ec80136091fc05e820615c64dd","01/13/2019","Check","1","General Pledge","$100.00","2435","","$0.00","REDACTED","REDACTED"
"REDACTED","d1fdc8e11cfe7454790cf5eca103d96a","01/20/2019","Check","1","General Pledge","$50.00","1701","","$0.00","REDACTED","REDACTED"
"REDACTED","d1fdc8e11cfe7454790cf5eca103d96a","02/17/2019","Check","1","General Pledge","$100.00","1712","","$0.00","REDACTED","REDACTED"
"REDACTED","d1fdc8e11cfe7454790cf5eca103d96a","03/11/2019","Check","1","General Pledge","$50.00","1714","","$0.00","REDACTED","REDACTED"
"REDACTED","d1fdc8e11cfe7454790cf5eca103d96a","04/07/2019","Check","1","General Pledge","$50.00","1721","","$0.00","REDACTED","REDACTED"
"REDACTED","b4dd495421dbf877c68c41aa2e5cadee","01/25/2019","Check","1","General Pledge","$300.00","3316","","$0.00","REDACTED","REDACTED"
"REDACTED","b4dd495421dbf877c68c41aa2e5cadee","02/10/2019","Check","1","General Pledge","$275.00","3334","","$0.00","REDACTED","REDACTED"
"REDACTED","b4dd495421dbf877c68c41aa2e5cadee","03/10/2019","Check","1","General Pledge","$275.00","3351","","$0.00","REDACTED","REDACTED"
"REDACTED","b4dd495421dbf877c68c41aa2e5cadee","04/21/2019","Check","1","General Pledge","$275.00","3376","","$0.00","REDACTED","REDACTED"
"REDACTED","b4dd495421dbf877c68c41aa2e5cadee","04/21/2019","Check","10","Easter Offering","$100.00","3377","","$0.00","REDACTED","REDACTED"
"REDACTED","ad9aff000c658837a0f2032f8626e546","01/08/2019","Check","1","General Pledge","$100.00","995073","","$0.00","REDACTED","REDACTED"
"REDACTED","ad9aff000c658837a0f2032f8626e546","02/08/2019","Check","1","General Pledge","$100.00","995077","","$0.00","REDACTED","REDACTED"
"REDACTED","ad9aff000c658837a0f2032f8626e546","03/11/2019","Check","1","General Pledge","$100.00","995081","","$0.00","REDACTED","REDACTED"
"REDACTED","ad9aff000c658837a0f2032f8626e546","04/14/2019","Check","1","General Pledge","$100.00","995085","","$0.00","REDACTED","REDACTED"
"REDACTED","7974cb04cc897f87385a1bce4ab5fb6f","01/08/2019","Check","1","General Pledge","$25.00","1633","","$0.00","REDACTED","REDACTED"
"REDACTED","7974cb04cc897f87385a1bce4ab5fb6f","01/13/2019","Check","1","General Pledge","$25.00","1636","","$0.00","REDACTED","REDACTED"
"REDACTED","7974cb04cc897f87385a1bce4ab5fb6f","01/20/2019","Check","1","General Pledge","$25.00","1638","","$0.00","REDACTED","REDACTED"
"REDACTED","7974cb04cc897f87385a1bce4ab5fb6f","02/08/2019","Check","1","General Pledge","$25.00","1641","","$0.00","REDACTED","REDACTED"
"REDACTED","7974cb04cc897f87385a1bce4ab5fb6f","02/08/2019","Check","1","General Pledge","$25.00","1646","","$0.00","REDACTED","REDACTED"
"REDACTED","7974cb04cc897f87385a1bce4ab5fb6f","02/17/2019","Check","1","General Pledge","$25.00","1647","","$0.00","REDACTED","REDACTED"
"REDACTED","7974cb04cc897f87385a1bce4ab5fb6f","03/05/2019","Check","1","General Pledge","$50.00","1652","","$0.00","REDACTED","REDACTED"
"REDACTED","7974cb04cc897f87385a1bce4ab5fb6f","03/18/2019","Check","1","General Pledge","$25.00","1657","","$0.00","REDACTED","REDACTED"
"REDACTED","7974cb04cc897f87385a1bce4ab5fb6f","04/21/2019","Check","1","General Pledge","$100.00","1670","","$0.00","REDACTED","REDACTED"
"REDACTED","8fddac720863f4a4b82cbfb78f00c5c6","01/06/2019","Check","1","General Pledge","$50.00","1491","","$0.00","REDACTED","REDACTED"
"REDACTED","8fddac720863f4a4b82cbfb78f00c5c6","01/13/2019","Check","1","General Pledge","$50.00","1500","","$0.00","REDACTED","REDACTED"
"REDACTED","8fddac720863f4a4b82cbfb78f00c5c6","01/27/2019","Check","1","General Pledge","$100.00","1508","","$0.00","REDACTED","REDACTED"
"REDACTED","8fddac720863f4a4b82cbfb78f00c5c6","02/03/2019","Check","1","General Pledge","$50.00","1511","","$0.00","REDACTED","REDACTED"
"REDACTED","8fddac720863f4a4b82cbfb78f00c5c6","02/10/2019","Check","1","General Pledge","$50.00","1524","","$0.00","REDACTED","REDACTED"
"REDACTED","8fddac720863f4a4b82cbfb78f00c5c6","02/17/2019","Check","1","General Pledge","$50.00","1534","","$0.00","REDACTED","REDACTED"
"REDACTED","8fddac720863f4a4b82cbfb78f00c5c6","02/24/2019","Check","1","General Pledge","$50.00","138","","$0.00","REDACTED","REDACTED"
"REDACTED","8fddac720863f4a4b82cbfb78f00c5c6","03/10/2019","Check","1","General Pledge","$50.00","1554","","$0.00","REDACTED","REDACTED"
"REDACTED","8fddac720863f4a4b82cbfb78f00c5c6","03/10/2019","Check","1","General Pledge","$50.00","1550","","$0.00","REDACTED","REDACTED"
"REDACTED","8fddac720863f4a4b82cbfb78f00c5c6","03/18/2019","Check","1","General Pledge","$50.00","1559","","$0.00","REDACTED","REDACTED"
"REDACTED","8fddac720863f4a4b82cbfb78f00c5c6","03/24/2019","Check","1","General Pledge","$50.00","1563","","$0.00","REDACTED","REDACTED"
"REDACTED","8fddac720863f4a4b82cbfb78f00c5c6","03/31/2019","Check","1","General Pledge","$50.00","1567","","$0.00","REDACTED","REDACTED"
"REDACTED","8fddac720863f4a4b82cbfb78f00c5c6","04/07/2019","Check","1","General Pledge","$50.00","1575","","$0.00","REDACTED","REDACTED"
"REDACTED","8fddac720863f4a4b82cbfb78f00c5c6","04/07/2019","Check","13","Easter Memorials","$125.00","1576","","$0.00","REDACTED","REDACTED"
"REDACTED","8fddac720863f4a4b82cbfb78f00c5c6","04/14/2019","Check","1","General Pledge","$50.00","1582","","$0.00","REDACTED","REDACTED"
"REDACTED","8fddac720863f4a4b82cbfb78f00c5c6","04/21/2019","Check","1","General Pledge","$50.00","1596","","$0.00","REDACTED","REDACTED"
"REDACTED","8fddac720863f4a4b82cbfb78f00c5c6","04/21/2019","Check","82","Good Friday Offering","$50.00","1581","","$0.00","REDACTED","REDACTED"
"REDACTED","8fddac720863f4a4b82cbfb78f00c5c6","04/28/2019","Check","1","General Pledge","$50.00","1600","","$0.00","REDACTED","REDACTED"
"REDACTED","b41a03174c8f6e58d7b97b2864142a05","01/20/2019","Check","1","General Pledge","$100.00","4798","","$0.00","REDACTED","REDACTED"
"REDACTED","b41a03174c8f6e58d7b97b2864142a05","01/27/2019","Check","1","General Pledge","$100.00","4802","","$0.00","REDACTED","REDACTED"
"REDACTED","b41a03174c8f6e58d7b97b2864142a05","02/03/2019","Check","1","General Pledge","$100.00","4810","","$0.00","REDACTED","REDACTED"
"REDACTED","b41a03174c8f6e58d7b97b2864142a05","04/21/2019","Check","10","Easter Offering","$50.00","4892","","$0.00","REDACTED","REDACTED"
"REDACTED","b41a03174c8f6e58d7b97b2864142a05","04/30/2019","Check","1","General Pledge","$2,500.00","","","$0.00","REDACTED","REDACTED"
"REDACTED","156e5c550bbe13884fcc267fb35beac0","04/21/2019","Check","5","Memorial Fund","$100.00","8398","L C Burns","$0.00","REDACTED","REDACTED"
"REDACTED","2f9d0ef6bec8d4fab62a844b17948331","01/06/2019","Check","1","General Pledge","$100.00","690","","$0.00","REDACTED","REDACTED"
"REDACTED","2f9d0ef6bec8d4fab62a844b17948331","02/24/2019","Check","1","General Pledge","$100.00","631","","$0.00","REDACTED","REDACTED"
"REDACTED","54c577db2aa7d50796ff7d3bd6d0356d","01/06/2019","Check","11","Christmas Offering","$25.00","2916","","$0.00","REDACTED","REDACTED"
"REDACTED","54c577db2aa7d50796ff7d3bd6d0356d","01/27/2019","Check","108","Restoration & Repair Fund","$100.00","2923","","$0.00","REDACTED","REDACTED"
"REDACTED","54c577db2aa7d50796ff7d3bd6d0356d","02/10/2019","Check","108","Restoration & Repair Fund","$50.00","2934","","$0.00","REDACTED","REDACTED"
"REDACTED","54c577db2aa7d50796ff7d3bd6d0356d","03/17/2019","Check","108","Restoration & Repair Fund","$125.00","2946","","$0.00","REDACTED","REDACTED"
"REDACTED","54c577db2aa7d50796ff7d3bd6d0356d","04/07/2019","Check","108","Restoration & Repair Fund","$75.00","2951","","$0.00","REDACTED","REDACTED"
"REDACTED","1871d3f4d2d0de3bda6b1d0e657e39d0","01/07/2019","Check","1","General Pledge","$50.00","2619","","$0.00","REDACTED","REDACTED"
"REDACTED","1871d3f4d2d0de3bda6b1d0e657e39d0","01/20/2019","Check","1","General Pledge","$50.00","2771","","$0.00","REDACTED","REDACTED"
"REDACTED","1871d3f4d2d0de3bda6b1d0e657e39d0","02/03/2019","Check","1","General Pledge","$50.00","2774","","$0.00","REDACTED","REDACTED"
"REDACTED","1871d3f4d2d0de3bda6b1d0e657e39d0","02/10/2019","Check","1","General Pledge","$30.00","2780","","$0.00","REDACTED","REDACTED"
"REDACTED","1871d3f4d2d0de3bda6b1d0e657e39d0","02/17/2019","Check","1","General Pledge","$50.00","695","","$0.00","REDACTED","REDACTED"
"REDACTED","1871d3f4d2d0de3bda6b1d0e657e39d0","04/14/2019","Check","1","General Pledge","$100.00","2726","","$0.00","REDACTED","REDACTED"
"REDACTED","1871d3f4d2d0de3bda6b1d0e657e39d0","04/14/2019","Check","1","General Pledge","$25.00","2783","","$0.00","REDACTED","REDACTED"
"REDACTED","1871d3f4d2d0de3bda6b1d0e657e39d0","04/14/2019","Cash","1","General Pledge","$20.00","","","$0.00","REDACTED","REDACTED"
"REDACTED","9ae457a5235c2e2ded392dcc8baa1036","04/14/2019","Check","1","General Pledge","$600.00","4932","","$0.00","REDACTED","REDACTED"
"REDACTED","9ae457a5235c2e2ded392dcc8baa1036","04/14/2019","Check","28","Soup Kitchen","$100.00","4933","","$0.00","REDACTED","REDACTED"
"REDACTED","46619477835994793befb29c145be439","03/31/2019","Check","1","General Pledge","$800.00","3449","","$0.00","REDACTED","REDACTED"
"REDACTED","8256be212acfac631b1ac7b5f8f63bb1","01/27/2019","Check","1","General Pledge","$50.00","751","","$0.00","REDACTED","REDACTED"
"REDACTED","8256be212acfac631b1ac7b5f8f63bb1","03/03/2019","Check","1","General Pledge","$50.00","754","","$0.00","REDACTED","REDACTED"
"REDACTED","b5ccea2c0efd15bd89dd1e2ac54d7552","02/08/2019","Check","1","General Pledge","$350.00","77752015","","$0.00","REDACTED","REDACTED"
"REDACTED","b5ccea2c0efd15bd89dd1e2ac54d7552","03/11/2019","Check","1","General Pledge","$350.00","85946375","","$0.00","REDACTED","REDACTED"
"REDACTED","b5ccea2c0efd15bd89dd1e2ac54d7552","04/14/2019","Check","1","General Pledge","$350.00","95494660","","$0.00","REDACTED","REDACTED"
"REDACTED","7c9c63ac9a023ca34be4efea3496ec5f","04/14/2019","Check","1","General Pledge","$20.00","4939","","$0.00","REDACTED","REDACTED"
"REDACTED","f282cede4ffc8242dc96fbf20d3990ef","01/31/2019","Check","1","General Pledge","$650.00","7760","","$0.00","REDACTED","REDACTED"
"REDACTED","fad9d78a0a991c9ae014e3a8468ef271","01/20/2019","Check","1","General Pledge","$100.00","4868","","$0.00","REDACTED","REDACTED"
"REDACTED","fad9d78a0a991c9ae014e3a8468ef271","02/03/2019","Check","1","General Pledge","$100.00","4878","","$0.00","REDACTED","REDACTED"
"REDACTED","fad9d78a0a991c9ae014e3a8468ef271","03/03/2019","Check","1","General Pledge","$100.00","4885","","$0.00","REDACTED","REDACTED"
"REDACTED","fad9d78a0a991c9ae014e3a8468ef271","04/14/2019","Check","1","General Pledge","$100.00","4890","","$0.00","REDACTED","REDACTED"
"REDACTED","fad9d78a0a991c9ae014e3a8468ef271","04/21/2019","Cash","10","Easter Offering","$10.00","","","$0.00","REDACTED","REDACTED"
"REDACTED","662132c76cc32d534e338223b40015c4","01/27/2019","Check","1","General Pledge","$100.00","2384","","$0.00","REDACTED","REDACTED"
"REDACTED","662132c76cc32d534e338223b40015c4","03/10/2019","Check","1","General Pledge","$100.00","2398","","$0.00","REDACTED","REDACTED"
"REDACTED","662132c76cc32d534e338223b40015c4","04/21/2019","Check","10","Easter Offering","$100.00","2412","","$0.00","REDACTED","REDACTED"
"REDACTED","c325a9a79c800329f86b59c6563943b2","01/06/2019","Check","1","General Pledge","$57.00","3204","","$0.00","REDACTED","REDACTED"
"REDACTED","c325a9a79c800329f86b59c6563943b2","01/27/2019","Check","1","General Pledge","$57.00","1968","","$0.00","REDACTED","REDACTED"
"REDACTED","c325a9a79c800329f86b59c6563943b2","01/27/2019","Check","1","General Pledge","$114.00","1977","","$0.00","REDACTED","REDACTED"
"REDACTED","c325a9a79c800329f86b59c6563943b2","03/24/2019","Check","1","General Pledge","$171.00","2016","","$0.00","REDACTED","REDACTED"
"REDACTED","c325a9a79c800329f86b59c6563943b2","03/24/2019","Check","1","General Pledge","$228.00","1992","","$0.00","REDACTED","REDACTED"
"REDACTED","c325a9a79c800329f86b59c6563943b2","03/24/2019","Check","1","General Pledge","$114.00","2007","","$0.00","REDACTED","REDACTED"
"REDACTED","c325a9a79c800329f86b59c6563943b2","04/14/2019","Check","1","General Pledge","$114.00","2031","","$0.00","REDACTED","REDACTED"
"REDACTED","34062eb6dc291f292d18d149b481e109","01/07/2019","Check","1","General Pledge","$55.00","2498","","$0.00","REDACTED","REDACTED"
"REDACTED","34062eb6dc291f292d18d149b481e109","01/13/2019","Check","1","General Pledge","$55.00","2500","","$0.00","REDACTED","REDACTED"
"REDACTED","34062eb6dc291f292d18d149b481e109","01/20/2019","Check","1","General Pledge","$55.00","2507","","$0.00","REDACTED","REDACTED"
"REDACTED","34062eb6dc291f292d18d149b481e109","01/27/2019","Check","1","General Pledge","$55.00","2512","","$0.00","REDACTED","REDACTED"
