"Envelope","Name","FundCode","Description","NonPledgePTD","Pledge","CPledgePTD","OPledgePTD","PrePay","Balance","SName","Year"
"REDACTED","e5d1e19cb15081b754badcc6af8ed220","29","Outreach General","$30.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","ad9aff000c658837a0f2032f8626e546","77","Pass Through","$100.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","7974cb04cc897f87385a1bce4ab5fb6f","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","8f73c1d42908a78cf87200c5a82da72e","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","8fddac720863f4a4b82cbfb78f00c5c6","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","b41a03174c8f6e58d7b97b2864142a05","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","9777ee81aaec4023cc21f9dbb605adcb","1","General Pledge","$200.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","9777ee81aaec4023cc21f9dbb605adcb","80","Daughters of the King","$35.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","156e5c550bbe13884fcc267fb35beac0","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","46e9fb3bfeb911f40a24f332c8dd2762","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","3efbbf5c81d43aeae69cf76b0e2f5e03","1","General Pledge","$4,600.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","3efbbf5c81d43aeae69cf76b0e2f5e03","17","Rector Disc Fund","$100.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","3efbbf5c81d43aeae69cf76b0e2f5e03","99","WRC meals","$50.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","094452a48406e2e584717d225e7057eb","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","51992773018919aa2410c14be32f646d","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","4df025d4ab75843b834d0e4a209f4746","1","General Pledge","$0.00","$6,600.00","$6,900.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","4df025d4ab75843b834d0e4a209f4746","29","Outreach General","$250.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","4df025d4ab75843b834d0e4a209f4746","38","Stephen Ministry","$12.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","4df025d4ab75843b834d0e4a209f4746","57","Stations of Cross","$100.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","4df025d4ab75843b834d0e4a209f4746","77","Pass Through","$100.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","2f9d0ef6bec8d4fab62a844b17948331","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","54c577db2aa7d50796ff7d3bd6d0356d","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","1871d3f4d2d0de3bda6b1d0e657e39d0","1","General Pledge","$1,150.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","1871d3f4d2d0de3bda6b1d0e657e39d0","104","Outreach Agency","$40.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","9ae457a5235c2e2ded392dcc8baa1036","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","2926e2a1914d0226d7ba1b7a613dcbe6","1","General Pledge","$3,700.00","$2,000.00","$2,000.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","2926e2a1914d0226d7ba1b7a613dcbe6","57","Stations of Cross","$25.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","2926e2a1914d0226d7ba1b7a613dcbe6","77","Pass Through","$125.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","46619477835994793befb29c145be439","1","General Pledge","$600.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","96a5b8a7b4ce6b24ffef8ed606825ce4","23","Altar supplies","$20.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","96a5b8a7b4ce6b24ffef8ed606825ce4","27","Altar Guild","$15.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","96a5b8a7b4ce6b24ffef8ed606825ce4","77","Pass Through","$20.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","8256be212acfac631b1ac7b5f8f63bb1","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","b5ccea2c0efd15bd89dd1e2ac54d7552","1","General Pledge","$0.00","$3,000.00","$3,300.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","b5ccea2c0efd15bd89dd1e2ac54d7552","9","United Thank Offerin","$20.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","b5ccea2c0efd15bd89dd1e2ac54d7552","77","Pass Through","$100.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","7c9c63ac9a023ca34be4efea3496ec5f","1","General Pledge","$75.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","be22b207d217eecdd2bfdf4cec1ccde6","1","General Pledge","$180.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","f282cede4ffc8242dc96fbf20d3990ef","1","General Pledge","$0.00","$250.00","$300.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","fad9d78a0a991c9ae014e3a8468ef271","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","662132c76cc32d534e338223b40015c4","1","General Pledge","$500.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","c325a9a79c800329f86b59c6563943b2","1","General Pledge","$2,040.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","c325a9a79c800329f86b59c6563943b2","38","Stephen Ministry","$12.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","c325a9a79c800329f86b59c6563943b2","65","Samaritan's Purse","$14.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","c325a9a79c800329f86b59c6563943b2","80","Daughters of the King","$45.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","34062eb6dc291f292d18d149b481e109","1","General Pledge","$0.00","$2,000.00","$0.00","$2,250.00","$0.00","$2,000.00","REDACTED","2009"
"REDACTED","17c01b389b9f7741449d52032bd121d6","1","General Pledge","$500.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","17c01b389b9f7741449d52032bd121d6","77","Pass Through","$50.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","1","General Pledge","$0.00","$7,280.00","$7,210.00","$0.00","$0.00","$70.00","REDACTED","2009"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","6","Mead Hall","$50.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","77","Pass Through","$150.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","82","Good Friday Offering","$50.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","69928f733c5e3f784eeb731305863cb8","1","General Pledge","$0.00","$275.00","$0.00","$400.00","$0.00","$275.00","REDACTED","2009"
"REDACTED","89d0fcd15f15a405784a9a991c890a51","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","4e36cb3cda0f652221ffbbed6aef6aff","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","c67ff94d297ebbb313525e2777aa3410","1","General Pledge","$1,275.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","c67ff94d297ebbb313525e2777aa3410","50","Parish Life","$10.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","c67ff94d297ebbb313525e2777aa3410","57","Stations of Cross","$15.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","c67ff94d297ebbb313525e2777aa3410","65","Samaritan's Purse","$14.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","c67ff94d297ebbb313525e2777aa3410","77","Pass Through","$25.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","c67ff94d297ebbb313525e2777aa3410","80","Daughters of the King","$55.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","3f73c1ed58c6999a3a823dc361fc3645","1","General Pledge","$805.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","3f73c1ed58c6999a3a823dc361fc3645","5","Memorial Fund","$15.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","3f73c1ed58c6999a3a823dc361fc3645","10","Easter Offering","$25.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","3f73c1ed58c6999a3a823dc361fc3645","14","Christmas Memorials","$25.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","3f73c1ed58c6999a3a823dc361fc3645","23","Altar supplies","$45.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","3f73c1ed58c6999a3a823dc361fc3645","25","Misc. donation","$250.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","3f73c1ed58c6999a3a823dc361fc3645","27","Altar Guild","$30.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","3f73c1ed58c6999a3a823dc361fc3645","29","Outreach General","$50.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","3f73c1ed58c6999a3a823dc361fc3645","77","Pass Through","$100.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","ca3109a37e17f760aa99a1c4fa1ab3e2","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","d733668f86ec8cf1db3040dc1bea43bb","1","General Pledge","$750.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","5c6ba351f91f11f5fb718e3ba2d302b2","1","General Pledge","$0.00","$1,200.00","$1,225.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","5c6ba351f91f11f5fb718e3ba2d302b2","19","Asst Rector Disc fund","$100.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","5c6ba351f91f11f5fb718e3ba2d302b2","99","WRC meals","$30.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","97176303a026c05385e2b640c49d15ae","1","General Pledge","$105.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","7f019c33e07f852d8c71dcecbd7e9819","1","General Pledge","$0.00","$1,200.00","$1,200.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","fd59aee7fe388e6441a3d84a51da9e75","1","General Pledge","$0.00","$1,800.00","$1,800.00","$150.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","fd59aee7fe388e6441a3d84a51da9e75","38","Stephen Ministry","$12.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","fd59aee7fe388e6441a3d84a51da9e75","78","Office Expense Donat","$5.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","fd59aee7fe388e6441a3d84a51da9e75","80","Daughters of the King","$35.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","534790549ec80eb93970eac90038a78b","1","General Pledge","$70.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","857aeb876159317c6e8cc9163511649b","1","General Pledge","$650.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","857aeb876159317c6e8cc9163511649b","77","Pass Through","$100.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","857aeb876159317c6e8cc9163511649b","99","WRC meals","$50.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","71ffc31f2518e1d61572bc57eb9a0e1f","1","General Pledge","$1,800.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","71ffc31f2518e1d61572bc57eb9a0e1f","10","Easter Offering","$50.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","aa3df2b28dd7f57b1d1557bace8f28c1","1","General Pledge","$1,330.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","aa3df2b28dd7f57b1d1557bace8f28c1","11","Christmas Offering","$50.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","aa3df2b28dd7f57b1d1557bace8f28c1","38","Stephen Ministry","$12.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","aa3df2b28dd7f57b1d1557bace8f28c1","77","Pass Through","$25.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","5befd0dae6d38d1452a7e84398c47644","1","General Pledge","$460.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","c31a77fafa5259cc5ad0c34b89263054","1","General Pledge","$1,305.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","c31a77fafa5259cc5ad0c34b89263054","103","Support Ministry","$90.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","c31a77fafa5259cc5ad0c34b89263054","104","Outreach Agency","$10.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","328d9d05b8be0c9d0a333591ed14c4e5","1","General Pledge","$650.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","328d9d05b8be0c9d0a333591ed14c4e5","29","Outreach General","$50.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","328d9d05b8be0c9d0a333591ed14c4e5","65","Samaritan's Purse","$14.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","328d9d05b8be0c9d0a333591ed14c4e5","80","Daughters of the King","$55.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","328d9d05b8be0c9d0a333591ed14c4e5","103","Support Ministry","$50.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","8229f079a7da755ff4d628edff383c8e","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","8b2797c090fdbb4568b87d7c1cec8655","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","f7f765b143bd671e4c6134dface77f2a","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","463bef5d37be6cefd5fce8871d4ffffb","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","e24d608f6a2a1b2e42dcfdf79552d165","1","General Pledge","$335.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","e24d608f6a2a1b2e42dcfdf79552d165","29","Outreach General","$20.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","b3f78b6407c0cf9443569f3a745184e6","1","General Pledge","$0.00","$500.00","$600.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","d1ad0a129e4a2510d2f667766e636383","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","22cedda275302958c5cf7b650cbad9c1","1","General Pledge","$0.00","$1,020.00","$1,020.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","22cedda275302958c5cf7b650cbad9c1","13","Easter Memorials","$25.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","a5877c2b897975bbb854e53c2dd94380","1","General Pledge","$0.00","$6,000.00","$6,000.00","$0.00","$0.00","$0.00","REDACTED","2009"
"REDACTED","a5877c2b897975bbb854e53c2dd94380","57","Stations of Cross","$400.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2009"
