"Envelope","Name","FundCode","Description","NonPledgePTD","Pledge","CPledgePTD","OPledgePTD","PrePay","Balance","SName","Year"
"REDACTED","e5d1e19cb15081b754badcc6af8ed220","11","Christmas Offering","$25.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","e5d1e19cb15081b754badcc6af8ed220","29","Outreach General","$30.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","e5d1e19cb15081b754badcc6af8ed220","33","Harris Scholarship","$10.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","e5d1e19cb15081b754badcc6af8ed220","104","Outreach Agency","$10.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","ad9aff000c658837a0f2032f8626e546","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","7974cb04cc897f87385a1bce4ab5fb6f","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","8f73c1d42908a78cf87200c5a82da72e","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","8fddac720863f4a4b82cbfb78f00c5c6","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","b41a03174c8f6e58d7b97b2864142a05","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","9777ee81aaec4023cc21f9dbb605adcb","80","Daughters of the King","$35.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","156e5c550bbe13884fcc267fb35beac0","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","46e9fb3bfeb911f40a24f332c8dd2762","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","3efbbf5c81d43aeae69cf76b0e2f5e03","1","General Pledge","$8,800.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","3efbbf5c81d43aeae69cf76b0e2f5e03","104","Outreach Agency","$200.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","094452a48406e2e584717d225e7057eb","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","51992773018919aa2410c14be32f646d","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","4df025d4ab75843b834d0e4a209f4746","1","General Pledge","$0.00","$7,200.00","$7,200.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","4df025d4ab75843b834d0e4a209f4746","23","Altar supplies","$45.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","4df025d4ab75843b834d0e4a209f4746","104","Outreach Agency","$525.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","4df025d4ab75843b834d0e4a209f4746","108","Restoration & Repair Fund","$7,200.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","2f9d0ef6bec8d4fab62a844b17948331","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","54c577db2aa7d50796ff7d3bd6d0356d","1","General Pledge","$0.00","$520.00","$695.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","54c577db2aa7d50796ff7d3bd6d0356d","10","Easter Offering","$20.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","54c577db2aa7d50796ff7d3bd6d0356d","108","Restoration & Repair Fund","$0.00","$100.00","$100.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","1871d3f4d2d0de3bda6b1d0e657e39d0","1","General Pledge","$250.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","1871d3f4d2d0de3bda6b1d0e657e39d0","104","Outreach Agency","$50.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","9ae457a5235c2e2ded392dcc8baa1036","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","2926e2a1914d0226d7ba1b7a613dcbe6","1","General Pledge","$4,200.00","$1,500.00","$1,500.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","2926e2a1914d0226d7ba1b7a613dcbe6","65","Samaritan's Purse","$14.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","2926e2a1914d0226d7ba1b7a613dcbe6","77","Pass Through","$25.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","2926e2a1914d0226d7ba1b7a613dcbe6","99","WRC meals","$50.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","2926e2a1914d0226d7ba1b7a613dcbe6","108","Restoration & Repair Fund","$1,000.00","$500.00","$500.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","46619477835994793befb29c145be439","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","96a5b8a7b4ce6b24ffef8ed606825ce4","77","Pass Through","$20.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","8256be212acfac631b1ac7b5f8f63bb1","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","b5ccea2c0efd15bd89dd1e2ac54d7552","1","General Pledge","$0.00","$3,300.00","$3,300.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","b5ccea2c0efd15bd89dd1e2ac54d7552","11","Christmas Offering","$100.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","b5ccea2c0efd15bd89dd1e2ac54d7552","55","Youth Programs","$30.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","7c9c63ac9a023ca34be4efea3496ec5f","1","General Pledge","$230.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","7c9c63ac9a023ca34be4efea3496ec5f","104","Outreach Agency","$30.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","be22b207d217eecdd2bfdf4cec1ccde6","1","General Pledge","$435.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","f282cede4ffc8242dc96fbf20d3990ef","1","General Pledge","$0.00","$300.00","$0.00","$400.00","$0.00","$300.00","REDACTED","2010"
"REDACTED","fad9d78a0a991c9ae014e3a8468ef271","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","662132c76cc32d534e338223b40015c4","1","General Pledge","$720.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","c325a9a79c800329f86b59c6563943b2","1","General Pledge","$0.00","$2,236.00","$2,142.00","$0.00","$0.00","$94.00","REDACTED","2010"
"REDACTED","c325a9a79c800329f86b59c6563943b2","65","Samaritan's Purse","$7.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","c325a9a79c800329f86b59c6563943b2","77","Pass Through","$50.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","c325a9a79c800329f86b59c6563943b2","80","Daughters of the King","$35.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","c325a9a79c800329f86b59c6563943b2","104","Outreach Agency","$120.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","c325a9a79c800329f86b59c6563943b2","108","Restoration & Repair Fund","$0.00","$520.00","$90.00","$0.00","$0.00","$430.00","REDACTED","2010"
"REDACTED","34062eb6dc291f292d18d149b481e109","1","General Pledge","$0.00","$2,250.00","$0.00","$2,500.00","$2,250.00","$0.00","REDACTED","2010"
"REDACTED","34062eb6dc291f292d18d149b481e109","108","Restoration & Repair Fund","$0.00","$1,000.00","$1,000.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","17c01b389b9f7741449d52032bd121d6","1","General Pledge","$500.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","17c01b389b9f7741449d52032bd121d6","108","Restoration & Repair Fund","$100.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","1","General Pledge","$0.00","$7,540.00","$7,545.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","69928f733c5e3f784eeb731305863cb8","1","General Pledge","$0.00","$400.00","$0.00","$0.00","$400.00","$0.00","REDACTED","2010"
"REDACTED","69928f733c5e3f784eeb731305863cb8","108","Restoration & Repair Fund","$0.00","$300.00","$300.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","89d0fcd15f15a405784a9a991c890a51","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","4e36cb3cda0f652221ffbbed6aef6aff","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","c67ff94d297ebbb313525e2777aa3410","1","General Pledge","$0.00","$1,200.00","$1,200.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","c67ff94d297ebbb313525e2777aa3410","65","Samaritan's Purse","$28.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","c67ff94d297ebbb313525e2777aa3410","80","Daughters of the King","$50.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","c67ff94d297ebbb313525e2777aa3410","108","Restoration & Repair Fund","$150.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","3f73c1ed58c6999a3a823dc361fc3645","1","General Pledge","$0.00","$780.00","$900.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","3f73c1ed58c6999a3a823dc361fc3645","5","Memorial Fund","$20.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","3f73c1ed58c6999a3a823dc361fc3645","9","United Thank Offerin","$20.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","3f73c1ed58c6999a3a823dc361fc3645","13","Easter Memorials","$25.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","3f73c1ed58c6999a3a823dc361fc3645","14","Christmas Memorials","$25.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","3f73c1ed58c6999a3a823dc361fc3645","29","Outreach General","$35.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","3f73c1ed58c6999a3a823dc361fc3645","33","Harris Scholarship","$25.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","3f73c1ed58c6999a3a823dc361fc3645","104","Outreach Agency","$25.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","3f73c1ed58c6999a3a823dc361fc3645","108","Restoration & Repair Fund","$0.00","$500.00","$500.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","ca3109a37e17f760aa99a1c4fa1ab3e2","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","d733668f86ec8cf1db3040dc1bea43bb","1","General Pledge","$1,025.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","d733668f86ec8cf1db3040dc1bea43bb","10","Easter Offering","$20.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","d733668f86ec8cf1db3040dc1bea43bb","29","Outreach General","$10.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","d733668f86ec8cf1db3040dc1bea43bb","104","Outreach Agency","$45.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","5c6ba351f91f11f5fb718e3ba2d302b2","1","General Pledge","$20.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","5c6ba351f91f11f5fb718e3ba2d302b2","10","Easter Offering","$30.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","5c6ba351f91f11f5fb718e3ba2d302b2","99","WRC meals","$25.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","5c6ba351f91f11f5fb718e3ba2d302b2","104","Outreach Agency","$25.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","97176303a026c05385e2b640c49d15ae","1","General Pledge","$120.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","7f019c33e07f852d8c71dcecbd7e9819","1","General Pledge","$0.00","$1,200.00","$2,200.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","7f019c33e07f852d8c71dcecbd7e9819","10","Easter Offering","$50.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","7f019c33e07f852d8c71dcecbd7e9819","108","Restoration & Repair Fund","$500.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","fd59aee7fe388e6441a3d84a51da9e75","1","General Pledge","$0.00","$1,800.00","$1,800.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","fd59aee7fe388e6441a3d84a51da9e75","65","Samaritan's Purse","$35.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","fd59aee7fe388e6441a3d84a51da9e75","80","Daughters of the King","$35.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","fd59aee7fe388e6441a3d84a51da9e75","104","Outreach Agency","$100.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","534790549ec80eb93970eac90038a78b","1","General Pledge","$295.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","857aeb876159317c6e8cc9163511649b","1","General Pledge","$1,200.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","857aeb876159317c6e8cc9163511649b","11","Christmas Offering","$10.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","857aeb876159317c6e8cc9163511649b","33","Harris Scholarship","$20.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","857aeb876159317c6e8cc9163511649b","108","Restoration & Repair Fund","$400.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","71ffc31f2518e1d61572bc57eb9a0e1f","1","General Pledge","$0.00","$2,400.00","$2,400.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","aa3df2b28dd7f57b1d1557bace8f28c1","1","General Pledge","$1,540.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","aa3df2b28dd7f57b1d1557bace8f28c1","10","Easter Offering","$30.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","aa3df2b28dd7f57b1d1557bace8f28c1","11","Christmas Offering","$50.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","aa3df2b28dd7f57b1d1557bace8f28c1","23","Altar supplies","$45.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
"REDACTED","aa3df2b28dd7f57b1d1557bace8f28c1","77","Pass Through","$50.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2010"
